geoid,rural_ruca,rural_fhfa,rural_forhp,rural_rucc,rural_uic,rural_cdc,rural_cbsa_2020,rural_cbsa_2013,rural_far,geoid_st
13121011426,0,0,0,0,0,0,0,0,0,13
13121011427,0,0,0,0,0,0,0,0,0,13
13121011503,0,0,0,0,0,0,0,0,0,13
13121011504,0,0,0,0,0,0,0,0,0,13
13121011505,0,0,0,0,0,0,0,0,0,13
13121011506,0,0,0,0,0,0,0,0,0,13
13121011610,0,0,0,0,0,0,0,0,0,13
13121011611,0,0,0,0,0,0,0,0,0,13
13121011612,0,0,0,0,0,0,0,0,0,13
13121011613,0,0,0,0,0,0,0,0,0,13
13121011614,0,0,0,0,0,0,0,0,0,13
13121011615,0,0,0,0,0,0,0,0,0,13
13121011616,0,0,0,0,0,0,0,0,0,13
13121011617,0,0,0,0,0,0,0,0,0,13
13121011618,0,0,0,0,0,0,0,0,0,13
13121011619,0,0,0,0,0,0,0,0,0,13
13121011620,0,0,0,0,0,0,0,0,0,13
13121011621,0,0,0,0,0,0,0,0,0,13
13121011622,0,0,0,0,0,0,0,0,0,13
13121011623,0,0,0,0,0,0,0,0,0,13
13121011624,0,0,0,0,0,0,0,0,0,13
13121011625,0,0,0,0,0,0,0,0,0,13
13121011626,0,0,0,0,0,0,0,0,0,13
13121011800,0,0,0,0,0,0,0,0,0,13
13121011900,0,0,0,0,0,0,0,0,0,13
13121012000,0,0,0,0,0,0,0,0,0,13
13121012300,0,0,0,0,0,0,0,0,0,13
13121980000,1,1,0,0,0,0,0,0,0,13
13123080100,0,1,1,1,1,1,1,1,0,13
13123080200,0,1,1,1,1,1,1,1,0,13
13123080300,1,1,1,1,1,1,1,1,0,13
13123080400,0,1,1,1,1,1,1,1,0,13
13123080500,1,1,1,1,1,1,1,1,0,13
13125010100,1,1,1,1,1,1,1,1,0,13
13127000101,0,0,0,0,0,0,0,0,0,13
13127000102,0,0,0,0,0,0,0,0,0,13
13127000200,0,0,0,0,0,0,0,0,0,13
13127000300,0,0,0,0,0,0,0,0,0,13
13127000401,0,0,0,0,0,0,0,0,0,13
13127000403,0,0,0,0,0,0,0,0,0,13
13127000404,0,0,0,0,0,0,0,0,0,13
13127000501,0,0,0,0,0,0,0,0,0,13
13127000503,0,0,0,0,0,0,0,0,0,13
13127000504,0,0,0,0,0,0,0,0,0,13
13127000600,0,0,0,0,0,0,0,0,0,13
13127000700,0,0,0,0,0,0,0,0,0,13
13127000800,0,0,0,0,0,0,0,0,0,13
13127000900,0,0,0,0,0,0,0,0,0,13
13127001000,0,0,0,0,0,0,0,0,0,13
13127990000,1,1,0,0,0,0,0,0,NA,13
13129970100,1,1,1,1,1,1,1,1,0,13
13129970200,1,1,1,1,1,1,1,1,0,13
13129970300,1,1,1,1,1,1,1,1,0,13
13129970400,1,1,1,1,1,1,1,1,0,13
13129970500,1,1,1,1,1,1,1,1,0,13
13129970600,1,1,1,1,1,1,1,1,0,13
13129970700,1,1,1,1,1,1,1,1,0,13
13129970800,1,1,1,1,1,1,1,1,0,13
13129970900,1,1,1,1,1,1,1,1,0,13
13131950100,1,1,1,1,1,1,1,1,0,13
13131950200,0,1,1,1,1,1,1,1,0,13
13131950300,1,1,1,1,1,1,1,1,0,13
13131950400,1,1,1,1,1,1,1,1,0,13
13131950500,1,1,1,1,1,1,1,1,0,13
13131950600,0,1,1,1,1,1,1,1,0,13
13133950100,0,1,1,1,1,1,1,1,0,13
13133950200,0,1,1,1,1,1,1,1,0,13
13133950301,1,1,1,1,1,1,1,1,0,13
13133950302,1,1,1,1,1,1,1,1,0,13
13133950303,1,1,1,1,1,1,1,1,0,13
13133950400,1,1,1,1,1,1,1,1,0,13
13133950500,1,1,1,1,1,1,1,1,0,13
13135050103,0,0,0,0,0,0,0,0,0,13
13135050105,0,0,0,0,0,0,0,0,0,13
13135050106,0,0,0,0,0,0,0,0,0,13
13135050107,0,0,0,0,0,0,0,0,0,13
13135050108,0,0,0,0,0,0,0,0,0,13
13135050109,0,0,0,0,0,0,0,0,0,13
13135050205,0,0,0,0,0,0,0,0,0,13
13135050208,0,0,0,0,0,0,0,0,0,13
13135050209,0,0,0,0,0,0,0,0,0,13
13135050210,0,0,0,0,0,0,0,0,0,13
13135050211,0,0,0,0,0,0,0,0,0,13
13135050212,0,0,0,0,0,0,0,0,0,13
13135050213,0,0,0,0,0,0,0,0,0,13
13135050214,0,0,0,0,0,0,0,0,0,13
13135050215,0,0,0,0,0,0,0,0,0,13
13135050216,0,0,0,0,0,0,0,0,0,13
13135050217,0,0,0,0,0,0,0,0,0,13
13135050218,0,0,0,0,0,0,0,0,0,13
13135050219,0,0,0,0,0,0,0,0,0,13
13135050220,0,0,0,0,0,0,0,0,0,13
13135050304,0,0,0,0,0,0,0,0,0,13
13135050306,0,0,0,0,0,0,0,0,0,13
13135050308,0,0,0,0,0,0,0,0,0,13
13135050309,0,0,0,0,0,0,0,0,0,13
13135050310,0,0,0,0,0,0,0,0,0,13
13135050311,0,0,0,0,0,0,0,0,0,13
13135050313,0,0,0,0,0,0,0,0,0,13
13135050314,0,0,0,0,0,0,0,0,0,13
13135050315,0,0,0,0,0,0,0,0,0,13
13135050317,0,0,0,0,0,0,0,0,0,13
13135050318,0,0,0,0,0,0,0,0,0,13
13135050319,0,0,0,0,0,0,0,0,0,13
13135050320,0,0,0,0,0,0,0,0,0,13
13135050321,0,0,0,0,0,0,0,0,0,13
13135050322,0,0,0,0,0,0,0,0,0,13
13135050410,0,0,0,0,0,0,0,0,0,13
13135050415,0,0,0,0,0,0,0,0,0,13
13135050416,0,0,0,0,0,0,0,0,0,13
13135050417,0,0,0,0,0,0,0,0,0,13
13135050418,0,0,0,0,0,0,0,0,0,13
13135050419,0,0,0,0,0,0,0,0,0,13
13135050421,0,0,0,0,0,0,0,0,0,13
13135050422,0,0,0,0,0,0,0,0,0,13
13135050423,0,0,0,0,0,0,0,0,0,13
13135050424,0,0,0,0,0,0,0,0,0,13
13135050425,0,0,0,0,0,0,0,0,0,13
13135050426,0,0,0,0,0,0,0,0,0,13
13135050427,0,0,0,0,0,0,0,0,0,13
13135050428,0,0,0,0,0,0,0,0,0,13
13135050429,0,0,0,0,0,0,0,0,0,13
13135050430,0,0,0,0,0,0,0,0,0,13
13135050431,0,0,0,0,0,0,0,0,0,13
13135050432,0,0,0,0,0,0,0,0,0,13
13135050433,0,0,0,0,0,0,0,0,0,13
13135050434,0,0,0,0,0,0,0,0,0,13
13135050435,0,0,0,0,0,0,0,0,0,13
13135050436,0,0,0,0,0,0,0,0,0,13
13135050511,0,0,0,0,0,0,0,0,0,13
13135050520,0,0,0,0,0,0,0,0,0,13
13135050521,0,0,0,0,0,0,0,0,0,13
13135050522,0,0,0,0,0,0,0,0,0,13
13135050523,0,0,0,0,0,0,0,0,0,13
13135050524,0,0,0,0,0,0,0,0,0,13
13135050525,0,0,0,0,0,0,0,0,0,13
13135050526,0,0,0,0,0,0,0,0,0,13
13135050527,0,0,0,0,0,0,0,0,0,13
13135050528,0,0,0,0,0,0,0,0,0,13
13135050529,0,0,0,0,0,0,0,0,0,13
13135050530,0,0,0,0,0,0,0,0,0,13
13135050531,0,0,0,0,0,0,0,0,0,13
13135050532,0,0,0,0,0,0,0,0,0,13
13135050533,0,0,0,0,0,0,0,0,0,13
13135050534,0,0,0,0,0,0,0,0,0,13
13135050535,0,0,0,0,0,0,0,0,0,13
13135050536,0,0,0,0,0,0,0,0,0,13
13135050537,0,0,0,0,0,0,0,0,0,13
13135050538,0,0,0,0,0,0,0,0,0,13
13135050539,0,0,0,0,0,0,0,0,0,13
13135050540,0,0,0,0,0,0,0,0,0,13
13135050541,0,0,0,0,0,0,0,0,0,13
13135050542,0,0,0,0,0,0,0,0,0,13
13135050543,0,0,0,0,0,0,0,0,0,13
13135050544,0,0,0,0,0,0,0,0,0,13
13135050545,0,0,0,0,0,0,0,0,0,13
13135050546,0,0,0,0,0,0,0,0,0,13
13135050547,0,0,0,0,0,0,0,0,0,13
13135050548,0,0,0,0,0,0,0,0,0,13
13135050549,0,0,0,0,0,0,0,0,0,13
13135050605,0,0,0,0,0,0,0,0,0,13
13135050606,0,0,0,0,0,0,0,0,0,13
13135050607,0,0,0,0,0,0,0,0,0,13
13135050608,0,0,0,0,0,0,0,0,0,13
13135050609,0,0,0,0,0,0,0,0,0,13
13135050610,0,0,0,0,0,0,0,0,0,13
13135050709,0,0,0,0,0,0,0,0,0,13
13135050712,0,0,0,0,0,0,0,0,0,13
13135050713,0,0,0,0,0,0,0,0,0,13
13135050714,0,0,0,0,0,0,0,0,0,13
13135050715,0,0,0,0,0,0,0,0,0,13
13135050718,0,0,0,0,0,0,0,0,0,13
13135050719,0,0,0,0,0,0,0,0,0,13
13135050720,0,0,0,0,0,0,0,0,0,13
13135050721,0,0,0,0,0,0,0,0,0,13
13135050722,0,0,0,0,0,0,0,0,0,13
13135050723,0,0,0,0,0,0,0,0,0,13
13135050724,0,0,0,0,0,0,0,0,0,13
13135050725,0,0,0,0,0,0,0,0,0,13
13135050726,0,0,0,0,0,0,0,0,0,13
13135050727,0,0,0,0,0,0,0,0,0,13
13135050728,0,0,0,0,0,0,0,0,0,13
13135050729,0,0,0,0,0,0,0,0,0,13
13135050730,0,0,0,0,0,0,0,0,0,13
13135050731,0,0,0,0,0,0,0,0,0,13
13137000100,1,1,1,1,1,1,1,1,0,13
13137000201,0,1,1,1,1,1,1,1,0,13
13137000202,0,1,1,1,1,1,1,1,0,13
13137000300,1,1,1,1,1,1,1,1,0,13
13137000400,1,1,1,1,1,1,1,1,0,13
13137000500,1,1,1,1,1,1,1,1,0,13
13137000601,1,1,1,1,1,1,1,1,0,13
13137000602,1,1,1,1,1,1,1,1,0,13
13139000101,0,1,0,0,0,0,0,0,0,13
13139000102,0,1,0,0,0,0,0,0,0,13
13139000201,0,1,0,0,0,0,0,0,0,13
13139000203,0,0,0,0,0,0,0,0,0,13
13139000204,0,0,0,0,0,0,0,0,0,13
13139000302,0,0,0,0,0,0,0,0,0,13
13139000303,0,0,0,0,0,0,0,0,0,13
13139000304,0,0,0,0,0,0,0,0,0,13
13139000305,0,0,0,0,0,0,0,0,0,13
13139000400,0,0,0,0,0,0,0,0,0,13
13139000500,0,0,0,0,0,0,0,0,0,13
13139000600,0,0,0,0,0,0,0,0,0,13
13139000701,0,0,0,0,0,0,0,0,0,13
13139000702,0,0,0,0,0,0,0,0,0,13
13139000800,0,0,0,0,0,0,0,0,0,13
13139000900,0,0,0,0,0,0,0,0,0,13
13139001002,0,0,0,0,0,0,0,0,0,13
13139001003,0,0,0,0,0,0,0,0,0,13
13139001004,0,0,0,0,0,0,0,0,0,13
13139001101,0,0,0,0,0,0,0,0,0,13
13139001102,0,0,0,0,0,0,0,0,0,13
13139001201,0,0,0,0,0,0,0,0,0,13
13139001202,0,0,0,0,0,0,0,0,0,13
13139001301,0,0,0,0,0,0,0,0,0,13
13139001302,0,0,0,0,0,0,0,0,0,13
13139001402,0,0,0,0,0,0,0,0,0,13
13139001403,0,0,0,0,0,0,0,0,0,13
13139001404,0,0,0,0,0,0,0,0,0,13
13139001501,0,0,0,0,0,0,0,0,0,13
13139001502,0,0,0,0,0,0,0,0,0,13
13139001603,0,0,0,0,0,0,0,0,0,13
13139001604,0,0,0,0,0,0,0,0,0,13
13139001605,0,0,0,0,0,0,0,0,0,13
13139001606,0,0,0,0,0,0,0,0,0,13
13139001607,0,0,0,0,0,0,0,0,0,13
13139001608,0,0,0,0,0,0,0,0,0,13
13141480300,1,1,1,1,1,1,1,1,0,13
13141480400,1,1,1,1,1,1,1,1,0,13
13143010100,0,1,1,0,0,0,0,0,0,13
13143010200,0,1,1,0,0,0,0,0,0,13
13143010301,0,1,1,0,0,0,0,0,0,13
13143010302,1,1,1,0,0,0,0,0,0,13
13143010400,1,1,1,0,0,0,0,0,0,13
13145120198,0,1,0,0,0,0,0,0,0,13
13145120200,0,1,0,0,0,0,0,0,0,13
13145120300,0,1,0,0,0,0,0,0,0,13
13145120401,0,1,0,0,0,0,0,0,0,13
13145120402,0,1,0,0,0,0,0,0,0,13
13147960100,1,1,1,1,1,1,1,1,0,13
13147960200,1,1,1,1,1,1,1,1,0,13
13147960300,1,1,1,1,1,1,1,1,0,13
13147960400,1,1,1,1,1,1,1,1,0,13
13147960500,1,1,1,1,1,1,1,1,0,13
13149970100,0,1,1,0,0,0,0,0,0,13
13149970200,1,1,1,0,0,0,0,0,0,13
13149970300,1,1,1,0,0,0,0,0,0,13
13151070104,0,0,0,0,0,0,0,0,0,13
13151070106,0,0,0,0,0,0,0,0,0,13
13151070107,0,0,0,0,0,0,0,0,0,13
13151070108,0,0,0,0,0,0,0,0,0,13
13151070109,0,0,0,0,0,0,0,0,0,13
13151070110,0,0,0,0,0,0,0,0,0,13
13151070111,0,0,0,0,0,0,0,0,0,13
13151070113,0,0,0,0,0,0,0,0,0,13
13151070114,0,0,0,0,0,0,0,0,0,13
13151070202,0,0,0,0,0,0,0,0,0,13
13151070203,0,0,0,0,0,0,0,0,0,13
13151070204,0,0,0,0,0,0,0,0,0,13
13151070205,0,0,0,0,0,0,0,0,0,13
13151070304,0,0,0,0,0,0,0,0,0,13
13151070305,0,0,0,0,0,0,0,0,0,13
13151070306,0,0,0,0,0,0,0,0,0,13
13151070307,0,0,0,0,0,0,0,0,0,13
13151070309,0,0,0,0,0,0,0,0,0,13
13151070310,0,0,0,0,0,0,0,0,0,13
13151070311,0,0,0,0,0,0,0,0,0,13
13151070402,0,0,0,0,0,0,0,0,0,13
13151070403,0,0,0,0,0,0,0,0,0,13
13151070404,0,0,0,0,0,0,0,0,0,13
13151070501,0,0,0,0,0,0,0,0,0,13
13151070502,0,0,0,0,0,0,0,0,0,13
13153020105,0,0,0,0,0,0,0,0,0,13
13153020106,0,0,0,0,0,0,0,0,0,13
13153020108,0,0,0,0,0,0,0,0,0,13
13153020109,0,0,0,0,0,0,0,0,0,13
13153020200,0,0,0,0,0,0,0,0,0,13
13153020300,0,0,0,0,0,0,0,0,0,13
13153020400,0,0,0,0,0,0,0,0,0,13
13153020600,0,0,0,0,0,0,0,0,0,13
13153020700,0,0,0,0,0,0,0,0,0,13
13153020800,0,0,0,0,0,0,0,0,0,13
13153020900,0,0,0,0,0,0,0,0,0,13
13153021000,0,0,0,0,0,0,0,0,0,13
13153021103,0,0,0,0,0,0,0,0,0,13
13153021104,0,0,0,0,0,0,0,0,0,13
13153021105,0,0,0,0,0,0,0,0,0,13
13153021107,0,0,0,0,0,0,0,0,0,13
13153021108,0,0,0,0,0,0,0,0,0,13
13153021113,0,0,0,0,0,0,0,0,0,13
13153021201,0,0,0,0,0,0,0,0,0,13
13153021202,0,0,0,0,0,0,0,0,0,13
13153021300,0,0,0,0,0,0,0,0,0,13
13153021400,0,0,0,0,0,0,0,0,0,13
13153021500,0,1,0,0,0,0,0,0,0,13
13155950100,1,1,1,1,1,1,1,1,0,13
13155950200,1,1,1,1,1,1,1,1,1,13
13157010101,0,1,1,1,1,1,1,1,0,13
13157010102,0,1,1,1,1,1,1,1,0,13
13157010103,0,1,1,1,1,1,1,1,0,13
13157010200,0,1,1,1,1,1,1,1,0,13
13157010300,1,1,1,1,1,1,1,1,0,13
13157010400,1,1,1,1,1,1,1,1,0,13
13157010500,0,1,1,1,1,1,1,1,0,13
13157010600,0,1,1,1,1,1,1,1,0,13
13157010701,1,1,1,1,1,1,1,1,0,13
13157010702,1,1,1,1,1,1,1,1,0,13
13157010703,1,1,1,1,1,1,1,1,0,13
13159010100,0,1,1,0,0,0,0,0,0,13
13159010200,0,1,1,0,0,0,0,0,0,13
13159010500,0,1,1,0,0,0,0,0,0,13
13161960100,1,1,1,1,1,1,1,1,1,13
13161960200,1,1,1,1,1,1,1,1,1,13
13161960300,1,1,1,1,1,1,1,1,1,13
13163960100,1,1,1,1,1,1,1,1,0,13
13163960200,1,1,1,1,1,1,1,1,0,13
13163960300,1,1,1,1,1,1,1,1,0,13
13163960400,1,1,1,1,1,1,1,1,0,13
13165960100,1,1,1,1,1,1,1,1,0,13
13165960200,0,1,1,1,1,1,1,1,0,13
13167960100,1,1,1,1,1,1,1,1,1,13
13167960200,1,1,1,1,1,1,1,1,1,13
13167960300,1,1,1,1,1,1,1,1,1,13
13169030101,0,1,0,0,0,0,0,0,0,13
13169030103,0,1,0,0,0,0,0,0,0,13
13169030104,0,0,0,0,0,0,0,0,0,13
13169030200,0,1,0,0,0,0,0,0,0,13
13169030301,0,0,0,0,0,0,0,0,0,13
13169030302,0,1,0,0,0,0,0,0,0,13
13171970100,0,1,1,0,0,0,0,0,0,13
13171970200,0,1,1,0,0,0,0,0,0,13
13171970300,0,1,1,0,0,0,0,0,0,13
13173950100,0,1,1,0,0,0,0,0,0,13
13173950200,0,1,1,0,0,0,0,0,0,13
13175950100,1,1,1,1,1,1,1,1,1,13
13175950201,1,1,1,1,1,1,1,1,0,13
13175950202,1,1,1,1,1,1,1,1,0,13
13175950300,1,1,1,1,1,1,1,1,0,13
13175950400,1,1,1,1,1,1,1,1,0,13
13175950500,1,1,1,1,1,1,1,1,0,13
13175950600,1,1,1,1,1,1,1,1,0,13
13175950700,1,1,1,1,1,1,1,1,0,13
13175950800,1,1,1,1,1,1,1,1,0,13
13175950900,1,1,1,1,1,1,1,1,0,13
13175951000,1,1,1,1,1,1,1,1,0,13
13175951100,1,1,1,1,1,1,1,1,0,13
13175951400,1,1,1,1,1,1,1,1,0,13
13177020100,0,0,0,0,0,0,0,0,0,13
13177020200,0,1,0,0,0,0,0,0,0,13
13177020300,0,1,0,0,0,0,0,0,0,13
13177020402,0,0,0,0,0,0,0,0,0,13
13177020403,0,0,0,0,0,0,0,0,0,13
13179010101,0,0,0,0,0,0,0,0,0,13
13179010102,0,0,0,0,0,0,0,0,0,13
13179010103,0,0,0,0,0,0,0,0,0,13
13179010202,0,0,0,0,0,0,0,0,0,13
13179010204,0,0,0,0,0,0,0,0,0,13
13179010205,0,0,0,0,0,0,0,0,0,13
13179010206,0,0,0,0,0,0,0,0,0,13
13179010207,0,0,0,0,0,0,0,0,0,13
13179010208,0,0,0,0,0,0,0,0,0,13
13179010300,0,0,0,0,0,0,0,0,0,13
13179010400,0,0,0,0,0,0,0,0,0,13
13179010501,0,1,0,0,0,0,0,0,0,13
13179010502,0,1,0,0,0,0,0,0,0,13
13179010600,0,1,0,0,0,0,0,0,0,13
13179990000,1,1,0,0,0,0,0,0,NA,13
13181970100,0,1,1,0,0,0,0,0,0,13
13181970200,0,1,1,0,0,0,0,0,0,13
13183970100,0,1,0,0,0,0,0,0,0,13
13183970200,0,1,0,0,0,0,0,0,0,13
13183980000,1,1,1,0,0,0,0,0,NA,13
13185010101,0,0,0,0,0,0,0,0,0,13
13185010102,0,0,0,0,0,0,0,0,0,13
13185010103,0,0,0,0,0,0,0,0,0,13
13185010201,0,0,0,0,0,0,0,0,0,13
13185010202,0,0,0,0,0,0,0,0,0,13
13185010301,0,0,0,0,0,0,0,0,0,13
13185010302,0,0,0,0,0,0,0,0,0,13
13185010401,0,0,0,0,0,0,0,0,0,13
13185010402,0,0,0,0,0,0,0,0,0,13
13185010500,0,0,0,0,0,0,0,0,0,13
13185010601,0,0,0,0,0,0,0,0,0,13
13185010604,0,0,0,0,0,0,0,0,0,13
13185010700,0,1,0,0,0,0,0,0,0,13
13185010800,0,0,0,0,0,0,0,0,0,13
13185010900,0,0,0,0,0,0,0,0,0,13
13185011000,0,0,0,0,0,0,0,0,0,13
13185011100,0,0,0,0,0,0,0,0,0,13
13185011200,0,0,0,0,0,0,0,0,0,13
13185011301,0,0,0,0,0,0,0,0,0,13
13185011302,0,0,0,0,0,0,0,0,0,13
13185011401,0,0,0,0,0,0,0,0,0,13
13185011402,0,0,0,0,0,0,0,0,0,13
13185011403,0,1,0,0,0,0,0,0,0,13
13185011500,0,1,0,0,0,0,0,0,0,13
13185011600,0,1,0,0,0,0,0,0,0,13
13187960101,0,1,1,1,1,1,1,1,0,13
13187960102,0,1,1,1,1,1,1,1,0,13
13187960201,0,1,1,1,1,1,1,1,0,13
13187960202,1,1,1,1,1,1,1,1,0,13
13189950100,1,1,1,0,0,0,0,0,0,13
13189950200,1,1,1,0,0,0,0,0,0,13
13189950300,1,1,1,0,0,0,0,0,0,13
13189950400,1,1,1,0,0,0,0,0,0,13
13189950500,0,1,1,0,0,0,0,0,0,13
13191110100,0,1,1,0,0,0,0,0,0,13
13191110200,0,1,1,0,0,0,0,0,0,13
13191110300,0,1,1,0,0,0,0,0,0,13
13191980000,1,1,1,0,0,0,0,0,NA,13
13191990000,1,1,1,0,0,0,0,0,NA,13
13193000100,1,1,1,1,1,1,1,1,0,13
13193000200,1,1,1,1,1,1,1,1,0,13
13193000300,0,1,1,1,1,1,1,1,0,13
13193000400,0,1,1,1,1,1,1,1,0,13
13195020100,0,1,0,0,0,0,0,0,0,13
13195020200,0,1,0,0,0,0,0,0,0,13
13195020300,0,1,0,0,0,0,0,0,0,13
13195020400,0,0,0,0,0,0,0,0,0,13
13195020500,0,0,0,0,0,0,0,0,0,13
13195020600,0,1,0,0,0,0,0,0,0,13
13197920100,0,1,1,0,0,0,0,0,0,13
13197920200,0,1,1,0,0,0,0,0,0,13
13199970500,0,1,1,0,0,0,0,0,0,13
13199970600,1,1,1,0,0,0,0,0,0,13
13199970700,0,1,1,0,0,0,0,0,0,13
13199970800,0,1,1,0,0,0,0,0,0,13
13201950100,1,1,1,1,1,1,1,1,0,13
13201950200,1,1,1,1,1,1,1,1,0,13
13201950300,1,1,1,1,1,1,1,1,0,13
13205090100,0,1,1,1,1,1,1,1,0,13
13205090200,0,1,1,1,1,1,1,1,0,13
13205090300,1,1,1,1,1,1,1,1,0,13
13205090400,1,1,1,1,1,1,1,1,0,13
13205090500,1,1,1,1,1,1,1,1,0,13
13207050101,0,1,0,0,0,0,0,0,0,13
13207050102,0,1,0,0,0,0,0,0,0,13
13207050200,1,1,1,0,0,0,0,0,0,13
13207050301,0,1,0,0,0,0,0,0,0,13
13207050302,0,1,0,0,0,0,0,0,0,13
13209950100,1,1,1,1,1,1,1,1,1,13
13209950200,1,1,1,1,1,1,1,1,1,13
13209950300,1,1,1,1,1,1,1,1,1,13
13211010100,0,1,1,0,0,0,0,0,0,13
13211010200,0,1,1,0,0,0,0,0,0,13
13211010300,0,1,1,0,0,0,0,0,0,13
13211010400,0,1,1,0,0,0,0,0,0,13
13211010500,0,1,1,0,0,0,0,0,0,13
13213010100,0,1,0,0,0,0,0,0,0,13
13213010201,0,1,0,0,0,0,0,0,0,13
13213010202,0,0,0,0,0,0,0,0,0,13
13213010300,0,1,0,0,0,0,0,0,0,13
13213010400,0,0,0,0,0,0,0,0,0,13
13213010500,0,0,0,0,0,0,0,0,0,13
13213010600,0,1,0,0,0,0,0,0,0,13
13213010700,0,1,0,0,0,0,0,0,0,13
13215000200,0,0,0,0,0,0,0,0,0,13
13215000300,0,0,0,0,0,0,0,0,0,13
13215000400,0,0,0,0,0,0,0,0,0,13
13215000800,0,0,0,0,0,0,0,0,0,13
13215000900,0,0,0,0,0,0,0,0,0,13
13215001000,0,0,0,0,0,0,0,0,0,13
13215001100,0,0,0,0,0,0,0,0,0,13
13215001200,0,0,0,0,0,0,0,0,0,13
13215001400,0,0,0,0,0,0,0,0,0,13
13215001600,0,0,0,0,0,0,0,0,0,13
13215001800,0,0,0,0,0,0,0,0,0,13
13215002000,0,0,0,0,0,0,0,0,0,13
13215002100,0,0,0,0,0,0,0,0,0,13
13215002200,0,0,0,0,0,0,0,0,0,13
13215002300,0,0,0,0,0,0,0,0,0,13
13215002400,0,0,0,0,0,0,0,0,0,13
13215002500,0,0,0,0,0,0,0,0,0,13
13215002700,0,0,0,0,0,0,0,0,0,13
13215002800,0,0,0,0,0,0,0,0,0,13
13215002901,0,0,0,0,0,0,0,0,0,13
13215002902,0,0,0,0,0,0,0,0,0,13
13215003000,0,0,0,0,0,0,0,0,0,13
13215003200,0,0,0,0,0,0,0,0,0,13
13215003301,0,0,0,0,0,0,0,0,0,13
13215003302,0,0,0,0,0,0,0,0,0,13
13215003400,0,0,0,0,0,0,0,0,0,13
13215010104,0,0,0,0,0,0,0,0,0,13
13215010106,0,0,0,0,0,0,0,0,0,13
13215010107,0,0,0,0,0,0,0,0,0,13
13215010201,0,0,0,0,0,0,0,0,0,13
13215010203,0,0,0,0,0,0,0,0,0,13
13215010204,0,0,0,0,0,0,0,0,0,13
13215010205,0,0,0,0,0,0,0,0,0,13
13215010301,0,0,0,0,0,0,0,0,0,13
13215010302,0,0,0,0,0,0,0,0,0,13
13215010401,0,0,0,0,0,0,0,0,0,13
13215010402,0,0,0,0,0,0,0,0,0,13
13215010501,0,0,0,0,0,0,0,0,0,13
13215010502,0,0,0,0,0,0,0,0,0,13
13215010602,0,0,0,0,0,0,0,0,0,13
13215010605,0,0,0,0,0,0,0,0,0,13
13215010606,0,0,0,0,0,0,0,0,0,13
13215010607,0,0,0,0,0,0,0,0,0,13
13215010608,0,0,0,0,0,0,0,0,0,13
13215010701,0,0,0,0,0,0,0,0,0,13
13215010702,0,0,0,0,0,0,0,0,0,13
13215010703,0,0,0,0,0,0,0,0,0,13
13215010801,0,0,0,0,0,0,0,0,0,13
13215010802,0,0,0,0,0,0,0,0,0,13
13215011100,0,0,0,0,0,0,0,0,0,13
13215011200,0,0,0,0,0,0,0,0,0,13
13215011400,0,0,0,0,0,0,0,0,0,13
13215011500,0,0,0,0,0,0,0,0,0,13
13217100100,0,0,0,0,0,0,0,0,0,13
13217100201,0,1,0,0,0,0,0,0,0,13
13217100202,0,1,0,0,0,0,0,0,0,13
13217100300,0,0,0,0,0,0,0,0,0,13
13217100400,0,0,0,0,0,0,0,0,0,13
13217100501,0,0,0,0,0,0,0,0,0,13
13217100502,0,0,0,0,0,0,0,0,0,13
13217100600,0,0,0,0,0,0,0,0,0,13
13217100700,0,0,0,0,0,0,0,0,0,13
13217100800,0,0,0,0,0,0,0,0,0,13
13217100901,0,0,0,0,0,0,0,0,0,13
13217100902,0,0,0,0,0,0,0,0,0,13
13217100903,0,0,0,0,0,0,0,0,0,13
13219030100,0,0,0,0,0,0,0,0,0,13
13219030200,0,0,0,0,0,0,0,0,0,13
13219030300,0,0,0,0,0,0,0,0,0,13
13219030400,0,0,0,0,0,0,0,0,0,13
13219030500,0,1,0,0,0,0,0,0,0,13
13219030600,0,1,0,0,0,0,0,0,0,13
13221960100,0,1,0,0,0,0,0,0,0,13
13221960201,0,1,0,0,0,0,0,0,0,13
13221960202,0,1,0,0,0,0,0,0,0,13
13221960300,0,1,0,0,0,0,0,0,0,13
13223120101,0,0,0,0,0,0,0,0,0,13
13223120102,0,0,0,0,0,0,0,0,0,13
13223120103,0,0,0,0,0,0,0,0,0,13
13223120104,0,1,0,0,0,0,0,0,0,13
13223120202,0,0,0,0,0,0,0,0,0,13
13223120203,0,0,0,0,0,0,0,0,0,13
13223120204,0,0,0,0,0,0,0,0,0,13
13223120301,0,0,0,0,0,0,0,0,0,13
13223120302,0,0,0,0,0,0,0,0,0,13
13223120303,0,0,0,0,0,0,0,0,0,13
13223120400,0,0,0,0,0,0,0,0,0,13
13223120501,0,0,0,0,0,0,0,0,0,13
13223120502,0,0,0,0,0,0,0,0,0,13
13223120503,0,0,0,0,0,0,0,0,0,13
13223120601,0,0,0,0,0,0,0,0,0,13
13223120602,0,0,0,0,0,0,0,0,0,13
13223120603,0,0,0,0,0,0,0,0,0,13
13223120604,0,0,0,0,0,0,0,0,0,13
13223120605,0,0,0,0,0,0,0,0,0,13
13225040101,0,1,0,0,0,0,0,0,0,13
13225040102,0,0,0,0,0,0,0,0,0,13
13225040200,1,1,1,0,0,0,0,0,0,13
